,goals_result,count,source,zero_inf_koef,league,season
2,0-2,30.0,skellam dist,0.07,Championship,2021
3,0-3,11.0,skellam dist,0.07,Championship,2021
4,0-4,3.0,skellam dist,0.07,Championship,2021
5,0-5,0.0,skellam dist,0.07,Championship,2021
6,0-6,0.0,skellam dist,0.07,Championship,2021
7,0-7,0.0,skellam dist,0.07,Championship,2021
8,0-8,0.0,skellam dist,0.07,Championship,2021
9,0-9,0.0,skellam dist,0.07,Championship,2021
10,0-10,0.0,skellam dist,0.07,Championship,2021
11,1-0,66.0,skellam dist,0.07,Championship,2021
12,1-1,61.0,skellam dist,0.07,Championship,2021
13,1-2,33.0,skellam dist,0.07,Championship,2021
14,1-3,11.0,skellam dist,0.07,Championship,2021
15,1-4,3.0,skellam dist,0.07,Championship,2021
16,1-5,0.0,skellam dist,0.07,Championship,2021
17,1-6,0.0,skellam dist,0.07,Championship,2021
18,1-7,0.0,skellam dist,0.07,Championship,2021
19,1-8,0.0,skellam dist,0.07,Championship,2021
20,1-9,0.0,skellam dist,0.07,Championship,2021
21,1-10,0.0,skellam dist,0.07,Championship,2021
22,2-0,47.0,skellam dist,0.07,Championship,2021
23,2-1,43.0,skellam dist,0.07,Championship,2021
24,2-2,23.0,skellam dist,0.07,Championship,2021
25,2-3,8.0,skellam dist,0.07,Championship,2021
26,2-4,2.0,skellam dist,0.07,Championship,2021
27,2-5,0.0,skellam dist,0.07,Championship,2021
28,2-6,0.0,skellam dist,0.07,Championship,2021
29,2-7,0.0,skellam dist,0.07,Championship,2021
30,2-8,0.0,skellam dist,0.07,Championship,2021
31,2-9,0.0,skellam dist,0.07,Championship,2021
32,2-10,0.0,skellam dist,0.07,Championship,2021
33,3-0,21.0,skellam dist,0.07,Championship,2021
34,3-1,20.0,skellam dist,0.07,Championship,2021
35,3-2,11.0,skellam dist,0.07,Championship,2021
36,3-3,4.0,skellam dist,0.07,Championship,2021
37,3-4,1.0,skellam dist,0.07,Championship,2021
38,3-5,0.0,skellam dist,0.07,Championship,2021
39,3-6,0.0,skellam dist,0.07,Championship,2021
40,3-7,0.0,skellam dist,0.07,Championship,2021
41,3-8,0.0,skellam dist,0.07,Championship,2021
42,3-9,0.0,skellam dist,0.07,Championship,2021
43,3-10,0.0,skellam dist,0.07,Championship,2021
44,4-0,8.0,skellam dist,0.07,Championship,2021
45,4-1,7.0,skellam dist,0.07,Championship,2021
46,4-2,4.0,skellam dist,0.07,Championship,2021
47,4-3,1.0,skellam dist,0.07,Championship,2021
48,4-4,0.0,skellam dist,0.07,Championship,2021
49,4-5,0.0,skellam dist,0.07,Championship,2021
50,4-6,0.0,skellam dist,0.07,Championship,2021
51,4-7,0.0,skellam dist,0.07,Championship,2021
52,4-8,0.0,skellam dist,0.07,Championship,2021
53,4-9,0.0,skellam dist,0.07,Championship,2021
54,4-10,0.0,skellam dist,0.07,Championship,2021
55,5-0,2.0,skellam dist,0.07,Championship,2021
56,5-1,2.0,skellam dist,0.07,Championship,2021
57,5-2,1.0,skellam dist,0.07,Championship,2021
58,5-3,0.0,skellam dist,0.07,Championship,2021
59,5-4,0.0,skellam dist,0.07,Championship,2021
60,5-5,0.0,skellam dist,0.07,Championship,2021
61,5-6,0.0,skellam dist,0.07,Championship,2021
62,5-7,0.0,skellam dist,0.07,Championship,2021
63,5-8,0.0,skellam dist,0.07,Championship,2021
64,5-9,0.0,skellam dist,0.07,Championship,2021
65,5-10,0.0,skellam dist,0.07,Championship,2021
66,6-0,0.0,skellam dist,0.07,Championship,2021
67,6-1,0.0,skellam dist,0.07,Championship,2021
68,6-2,0.0,skellam dist,0.07,Championship,2021
69,6-3,0.0,skellam dist,0.07,Championship,2021
70,6-4,0.0,skellam dist,0.07,Championship,2021
71,6-5,0.0,skellam dist,0.07,Championship,2021
72,6-6,0.0,skellam dist,0.07,Championship,2021
73,6-7,0.0,skellam dist,0.07,Championship,2021
74,6-8,0.0,skellam dist,0.07,Championship,2021
75,6-9,0.0,skellam dist,0.07,Championship,2021
76,6-10,0.0,skellam dist,0.07,Championship,2021
77,7-0,0.0,skellam dist,0.07,Championship,2021
78,7-1,0.0,skellam dist,0.07,Championship,2021
79,7-2,0.0,skellam dist,0.07,Championship,2021
80,7-3,0.0,skellam dist,0.07,Championship,2021
81,7-4,0.0,skellam dist,0.07,Championship,2021
82,7-5,0.0,skellam dist,0.07,Championship,2021
83,7-6,0.0,skellam dist,0.07,Championship,2021
84,7-7,0.0,skellam dist,0.07,Championship,2021
85,7-8,0.0,skellam dist,0.07,Championship,2021
86,7-9,0.0,skellam dist,0.07,Championship,2021
87,7-10,0.0,skellam dist,0.07,Championship,2021
88,8-0,0.0,skellam dist,0.07,Championship,2021
89,8-1,0.0,skellam dist,0.07,Championship,2021
90,8-2,0.0,skellam dist,0.07,Championship,2021
91,8-3,0.0,skellam dist,0.07,Championship,2021
92,8-4,0.0,skellam dist,0.07,Championship,2021
93,8-5,0.0,skellam dist,0.07,Championship,2021
94,8-6,0.0,skellam dist,0.07,Championship,2021
95,8-7,0.0,skellam dist,0.07,Championship,2021
96,8-8,0.0,skellam dist,0.07,Championship,2021
97,8-9,0.0,skellam dist,0.07,Championship,2021
98,8-10,0.0,skellam dist,0.07,Championship,2021
99,9-0,0.0,skellam dist,0.07,Championship,2021
100,9-1,0.0,skellam dist,0.07,Championship,2021
101,9-2,0.0,skellam dist,0.07,Championship,2021
102,9-3,0.0,skellam dist,0.07,Championship,2021
103,9-4,0.0,skellam dist,0.07,Championship,2021
104,9-5,0.0,skellam dist,0.07,Championship,2021
105,9-6,0.0,skellam dist,0.07,Championship,2021
106,9-7,0.0,skellam dist,0.07,Championship,2021
107,9-8,0.0,skellam dist,0.07,Championship,2021
108,9-9,0.0,skellam dist,0.07,Championship,2021
109,9-10,0.0,skellam dist,0.07,Championship,2021
110,10-0,0.0,skellam dist,0.07,Championship,2021
111,10-1,0.0,skellam dist,0.07,Championship,2021
112,10-2,0.0,skellam dist,0.07,Championship,2021
113,10-3,0.0,skellam dist,0.07,Championship,2021
114,10-4,0.0,skellam dist,0.07,Championship,2021
115,10-5,0.0,skellam dist,0.07,Championship,2021
116,10-6,0.0,skellam dist,0.07,Championship,2021
117,10-7,0.0,skellam dist,0.07,Championship,2021
118,10-8,0.0,skellam dist,0.07,Championship,2021
119,10-9,0.0,skellam dist,0.07,Championship,2021
120,10-10,0.0,skellam dist,0.07,Championship,2021
0,0-0,44.0,source,0.08,Championship,2021
1,0-1,50.0,source,0.08,Championship,2021
2,0-2,29.0,source,0.08,Championship,2021
3,0-3,8.0,source,0.08,Championship,2021
4,0-4,4.0,source,0.08,Championship,2021
5,0-5,1.0,source,0.08,Championship,2021
6,0-7,2.0,source,0.08,Championship,2021
7,1-0,63.0,source,0.08,Championship,2021
8,1-1,65.0,source,0.08,Championship,2021
9,1-2,44.0,source,0.08,Championship,2021
10,1-3,10.0,source,0.08,Championship,2021
11,1-4,6.0,source,0.08,Championship,2021
12,1-5,2.0,source,0.08,Championship,2021
13,2-0,46.0,source,0.08,Championship,2021
14,2-1,56.0,source,0.08,Championship,2021
15,2-2,26.0,source,0.08,Championship,2021
16,2-3,12.0,source,0.08,Championship,2021
17,2-4,1.0,source,0.08,Championship,2021
18,3-0,22.0,source,0.08,Championship,2021
19,3-1,16.0,source,0.08,Championship,2021
20,3-2,12.0,source,0.08,Championship,2021
21,3-3,4.0,source,0.08,Championship,2021
22,3-4,1.0,source,0.08,Championship,2021
23,4-0,13.0,source,0.08,Championship,2021
24,4-1,9.0,source,0.08,Championship,2021
25,4-4,1.0,source,0.08,Championship,2021
26,5-0,3.0,source,0.08,Championship,2021
27,5-1,2.0,source,0.08,Championship,2021
28,6-1,1.0,source,0.08,Championship,2021
29,6-2,3.0,source,0.08,Championship,2021
30,7-0,1.0,source,0.08,Championship,2021
0,0-0,64.0,skellam dist,0.08,Championship,2021
1,0-1,57.0,skellam dist,0.08,Championship,2021
2,0-2,31.0,skellam dist,0.08,Championship,2021
3,0-3,11.0,skellam dist,0.08,Championship,2021
4,0-4,3.0,skellam dist,0.08,Championship,2021
5,0-5,0.0,skellam dist,0.08,Championship,2021
6,0-6,0.0,skellam dist,0.08,Championship,2021
7,0-7,0.0,skellam dist,0.08,Championship,2021
8,0-8,0.0,skellam dist,0.08,Championship,2021
9,0-9,0.0,skellam dist,0.08,Championship,2021
10,0-10,0.0,skellam dist,0.08,Championship,2021
11,1-0,67.0,skellam dist,0.08,Championship,2021
12,1-1,59.0,skellam dist,0.08,Championship,2021
13,1-2,32.0,skellam dist,0.08,Championship,2021
14,1-3,11.0,skellam dist,0.08,Championship,2021
15,1-4,3.0,skellam dist,0.08,Championship,2021
16,1-5,0.0,skellam dist,0.08,Championship,2021
17,1-6,0.0,skellam dist,0.08,Championship,2021
18,1-7,0.0,skellam dist,0.08,Championship,2021
19,1-8,0.0,skellam dist,0.08,Championship,2021
20,1-9,0.0,skellam dist,0.08,Championship,2021
21,1-10,0.0,skellam dist,0.08,Championship,2021
22,2-0,47.0,skellam dist,0.08,Championship,2021
23,2-1,42.0,skellam dist,0.08,Championship,2021
24,2-2,23.0,skellam dist,0.08,Championship,2021
25,2-3,8.0,skellam dist,0.08,Championship,2021
26,2-4,2.0,skellam dist,0.08,Championship,2021
27,2-5,0.0,skellam dist,0.08,Championship,2021
28,2-6,0.0,skellam dist,0.08,Championship,2021
29,2-7,0.0,skellam dist,0.08,Championship,2021
30,2-8,0.0,skellam dist,0.08,Championship,2021
31,2-9,0.0,skellam dist,0.08,Championship,2021
32,2-10,0.0,skellam dist,0.08,Championship,2021
33,3-0,22.0,skellam dist,0.08,Championship,2021
34,3-1,19.0,skellam dist,0.08,Championship,2021
35,3-2,10.0,skellam dist,0.08,Championship,2021
36,3-3,4.0,skellam dist,0.08,Championship,2021
37,3-4,1.0,skellam dist,0.08,Championship,2021
38,3-5,0.0,skellam dist,0.08,Championship,2021
39,3-6,0.0,skellam dist,0.08,Championship,2021
40,3-7,0.0,skellam dist,0.08,Championship,2021
41,3-8,0.0,skellam dist,0.08,Championship,2021
42,3-9,0.0,skellam dist,0.08,Championship,2021
43,3-10,0.0,skellam dist,0.08,Championship,2021
44,4-0,8.0,skellam dist,0.08,Championship,2021
45,4-1,7.0,skellam dist,0.08,Championship,2021
46,4-2,4.0,skellam dist,0.08,Championship,2021
47,4-3,1.0,skellam dist,0.08,Championship,2021
48,4-4,0.0,skellam dist,0.08,Championship,2021
49,4-5,0.0,skellam dist,0.08,Championship,2021
50,4-6,0.0,skellam dist,0.08,Championship,2021
51,4-7,0.0,skellam dist,0.08,Championship,2021
52,4-8,0.0,skellam dist,0.08,Championship,2021
53,4-9,0.0,skellam dist,0.08,Championship,2021
54,4-10,0.0,skellam dist,0.08,Championship,2021
55,5-0,2.0,skellam dist,0.08,Championship,2021
56,5-1,2.0,skellam dist,0.08,Championship,2021
57,5-2,1.0,skellam dist,0.08,Championship,2021
58,5-3,0.0,skellam dist,0.08,Championship,2021
59,5-4,0.0,skellam dist,0.08,Championship,2021
60,5-5,0.0,skellam dist,0.08,Championship,2021
61,5-6,0.0,skellam dist,0.08,Championship,2021
62,5-7,0.0,skellam dist,0.08,Championship,2021
63,5-8,0.0,skellam dist,0.08,Championship,2021
64,5-9,0.0,skellam dist,0.08,Championship,2021
65,5-10,0.0,skellam dist,0.08,Championship,2021
66,6-0,0.0,skellam dist,0.08,Championship,2021
67,6-1,0.0,skellam dist,0.08,Championship,2021
68,6-2,0.0,skellam dist,0.08,Championship,2021
69,6-3,0.0,skellam dist,0.08,Championship,2021
70,6-4,0.0,skellam dist,0.08,Championship,2021
71,6-5,0.0,skellam dist,0.08,Championship,2021
72,6-6,0.0,skellam dist,0.08,Championship,2021
73,6-7,0.0,skellam dist,0.08,Championship,2021
74,6-8,0.0,skellam dist,0.08,Championship,2021
75,6-9,0.0,skellam dist,0.08,Championship,2021
76,6-10,0.0,skellam dist,0.08,Championship,2021
77,7-0,0.0,skellam dist,0.08,Championship,2021
78,7-1,0.0,skellam dist,0.08,Championship,2021
79,7-2,0.0,skellam dist,0.08,Championship,2021
80,7-3,0.0,skellam dist,0.08,Championship,2021
81,7-4,0.0,skellam dist,0.08,Championship,2021
82,7-5,0.0,skellam dist,0.08,Championship,2021
83,7-6,0.0,skellam dist,0.08,Championship,2021
84,7-7,0.0,skellam dist,0.08,Championship,2021
85,7-8,0.0,skellam dist,0.08,Championship,2021
86,7-9,0.0,skellam dist,0.08,Championship,2021
87,7-10,0.0,skellam dist,0.08,Championship,2021
88,8-0,0.0,skellam dist,0.08,Championship,2021
89,8-1,0.0,skellam dist,0.08,Championship,2021
90,8-2,0.0,skellam dist,0.08,Championship,2021
91,8-3,0.0,skellam dist,0.08,Championship,2021
92,8-4,0.0,skellam dist,0.08,Championship,2021
93,8-5,0.0,skellam dist,0.08,Championship,2021
94,8-6,0.0,skellam dist,0.08,Championship,2021
95,8-7,0.0,skellam dist,0.08,Championship,2021
96,8-8,0.0,skellam dist,0.08,Championship,2021
97,8-9,0.0,skellam dist,0.08,Championship,2021
98,8-10,0.0,skellam dist,0.08,Championship,2021
99,9-0,0.0,skellam dist,0.08,Championship,2021
100,9-1,0.0,skellam dist,0.08,Championship,2021
101,9-2,0.0,skellam dist,0.08,Championship,2021
102,9-3,0.0,skellam dist,0.08,Championship,2021
103,9-4,0.0,skellam dist,0.08,Championship,2021
104,9-5,0.0,skellam dist,0.08,Championship,2021
105,9-6,0.0,skellam dist,0.08,Championship,2021
106,9-7,0.0,skellam dist,0.08,Championship,2021
107,9-8,0.0,skellam dist,0.08,Championship,2021
108,9-9,0.0,skellam dist,0.08,Championship,2021
109,9-10,0.0,skellam dist,0.08,Championship,2021
110,10-0,0.0,skellam dist,0.08,Championship,2021
111,10-1,0.0,skellam dist,0.08,Championship,2021
112,10-2,0.0,skellam dist,0.08,Championship,2021
113,10-3,0.0,skellam dist,0.08,Championship,2021
114,10-4,0.0,skellam dist,0.08,Championship,2021
115,10-5,0.0,skellam dist,0.08,Championship,2021
116,10-6,0.0,skellam dist,0.08,Championship,2021
117,10-7,0.0,skellam dist,0.08,Championship,2021
118,10-8,0.0,skellam dist,0.08,Championship,2021
119,10-9,0.0,skellam dist,0.08,Championship,2021
120,10-10,0.0,skellam dist,0.08,Championship,2021
0,0-0,44.0,source,0.09,Championship,2021
1,0-1,50.0,source,0.09,Championship,2021
2,0-2,29.0,source,0.09,Championship,2021
3,0-3,8.0,source,0.09,Championship,2021
4,0-4,4.0,source,0.09,Championship,2021
5,0-5,1.0,source,0.09,Championship,2021
6,0-7,2.0,source,0.09,Championship,2021
7,1-0,63.0,source,0.09,Championship,2021
8,1-1,65.0,source,0.09,Championship,2021
9,1-2,44.0,source,0.09,Championship,2021
10,1-3,10.0,source,0.09,Championship,2021
11,1-4,6.0,source,0.09,Championship,2021
12,1-5,2.0,source,0.09,Championship,2021
13,2-0,46.0,source,0.09,Championship,2021
14,2-1,56.0,source,0.09,Championship,2021
15,2-2,26.0,source,0.09,Championship,2021
16,2-3,12.0,source,0.09,Championship,2021
17,2-4,1.0,source,0.09,Championship,2021
18,3-0,22.0,source,0.09,Championship,2021
19,3-1,16.0,source,0.09,Championship,2021
20,3-2,12.0,source,0.09,Championship,2021
21,3-3,4.0,source,0.09,Championship,2021
22,3-4,1.0,source,0.09,Championship,2021
23,4-0,13.0,source,0.09,Championship,2021
24,4-1,9.0,source,0.09,Championship,2021
25,4-4,1.0,source,0.09,Championship,2021
26,5-0,3.0,source,0.09,Championship,2021
27,5-1,2.0,source,0.09,Championship,2021
28,6-1,1.0,source,0.09,Championship,2021
29,6-2,3.0,source,0.09,Championship,2021
30,7-0,1.0,source,0.09,Championship,2021
0,0-0,67.0,skellam dist,0.09,Championship,2021
1,0-1,58.0,skellam dist,0.09,Championship,2021
2,0-2,31.0,skellam dist,0.09,Championship,2021
3,0-3,11.0,skellam dist,0.09,Championship,2021
4,0-4,3.0,skellam dist,0.09,Championship,2021
5,0-5,0.0,skellam dist,0.09,Championship,2021
6,0-6,0.0,skellam dist,0.09,Championship,2021
7,0-7,0.0,skellam dist,0.09,Championship,2021
8,0-8,0.0,skellam dist,0.09,Championship,2021
9,0-9,0.0,skellam dist,0.09,Championship,2021
10,0-10,0.0,skellam dist,0.09,Championship,2021
11,1-0,67.0,skellam dist,0.09,Championship,2021
12,1-1,58.0,skellam dist,0.09,Championship,2021
13,1-2,31.0,skellam dist,0.09,Championship,2021
14,1-3,11.0,skellam dist,0.09,Championship,2021
15,1-4,3.0,skellam dist,0.09,Championship,2021
16,1-5,0.0,skellam dist,0.09,Championship,2021
17,1-6,0.0,skellam dist,0.09,Championship,2021
18,1-7,0.0,skellam dist,0.09,Championship,2021
19,1-8,0.0,skellam dist,0.09,Championship,2021
20,1-9,0.0,skellam dist,0.09,Championship,2021
21,1-10,0.0,skellam dist,0.09,Championship,2021
22,2-0,47.0,skellam dist,0.09,Championship,2021
23,2-1,41.0,skellam dist,0.09,Championship,2021
24,2-2,22.0,skellam dist,0.09,Championship,2021
25,2-3,8.0,skellam dist,0.09,Championship,2021
26,2-4,2.0,skellam dist,0.09,Championship,2021
27,2-5,0.0,skellam dist,0.09,Championship,2021
28,2-6,0.0,skellam dist,0.09,Championship,2021
29,2-7,0.0,skellam dist,0.09,Championship,2021
30,2-8,0.0,skellam dist,0.09,Championship,2021
31,2-9,0.0,skellam dist,0.09,Championship,2021
32,2-10,0.0,skellam dist,0.09,Championship,2021
33,3-0,22.0,skellam dist,0.09,Championship,2021
34,3-1,19.0,skellam dist,0.09,Championship,2021
35,3-2,10.0,skellam dist,0.09,Championship,2021
36,3-3,4.0,skellam dist,0.09,Championship,2021
37,3-4,1.0,skellam dist,0.09,Championship,2021
38,3-5,0.0,skellam dist,0.09,Championship,2021
39,3-6,0.0,skellam dist,0.09,Championship,2021
40,3-7,0.0,skellam dist,0.09,Championship,2021
41,3-8,0.0,skellam dist,0.09,Championship,2021
42,3-9,0.0,skellam dist,0.09,Championship,2021
43,3-10,0.0,skellam dist,0.09,Championship,2021
44,4-0,8.0,skellam dist,0.09,Championship,2021
45,4-1,7.0,skellam dist,0.09,Championship,2021
46,4-2,4.0,skellam dist,0.09,Championship,2021
47,4-3,1.0,skellam dist,0.09,Championship,2021
48,4-4,0.0,skellam dist,0.09,Championship,2021
49,4-5,0.0,skellam dist,0.09,Championship,2021
50,4-6,0.0,skellam dist,0.09,Championship,2021
51,4-7,0.0,skellam dist,0.09,Championship,2021
52,4-8,0.0,skellam dist,0.09,Championship,2021
53,4-9,0.0,skellam dist,0.09,Championship,2021
54,4-10,0.0,skellam dist,0.09,Championship,2021
55,5-0,2.0,skellam dist,0.09,Championship,2021
56,5-1,2.0,skellam dist,0.09,Championship,2021
57,5-2,1.0,skellam dist,0.09,Championship,2021
58,5-3,0.0,skellam dist,0.09,Championship,2021
59,5-4,0.0,skellam dist,0.09,Championship,2021
60,5-5,0.0,skellam dist,0.09,Championship,2021
61,5-6,0.0,skellam dist,0.09,Championship,2021
62,5-7,0.0,skellam dist,0.09,Championship,2021
63,5-8,0.0,skellam dist,0.09,Championship,2021
64,5-9,0.0,skellam dist,0.09,Championship,2021
65,5-10,0.0,skellam dist,0.09,Championship,2021
66,6-0,0.0,skellam dist,0.09,Championship,2021
67,6-1,0.0,skellam dist,0.09,Championship,2021
68,6-2,0.0,skellam dist,0.09,Championship,2021
69,6-3,0.0,skellam dist,0.09,Championship,2021
70,6-4,0.0,skellam dist,0.09,Championship,2021
71,6-5,0.0,skellam dist,0.09,Championship,2021
72,6-6,0.0,skellam dist,0.09,Championship,2021
73,6-7,0.0,skellam dist,0.09,Championship,2021
74,6-8,0.0,skellam dist,0.09,Championship,2021
75,6-9,0.0,skellam dist,0.09,Championship,2021
76,6-10,0.0,skellam dist,0.09,Championship,2021
77,7-0,0.0,skellam dist,0.09,Championship,2021
78,7-1,0.0,skellam dist,0.09,Championship,2021
79,7-2,0.0,skellam dist,0.09,Championship,2021
80,7-3,0.0,skellam dist,0.09,Championship,2021
81,7-4,0.0,skellam dist,0.09,Championship,2021
82,7-5,0.0,skellam dist,0.09,Championship,2021
83,7-6,0.0,skellam dist,0.09,Championship,2021
84,7-7,0.0,skellam dist,0.09,Championship,2021
85,7-8,0.0,skellam dist,0.09,Championship,2021
86,7-9,0.0,skellam dist,0.09,Championship,2021
87,7-10,0.0,skellam dist,0.09,Championship,2021
88,8-0,0.0,skellam dist,0.09,Championship,2021
89,8-1,0.0,skellam dist,0.09,Championship,2021
90,8-2,0.0,skellam dist,0.09,Championship,2021
91,8-3,0.0,skellam dist,0.09,Championship,2021
92,8-4,0.0,skellam dist,0.09,Championship,2021
93,8-5,0.0,skellam dist,0.09,Championship,2021
94,8-6,0.0,skellam dist,0.09,Championship,2021
95,8-7,0.0,skellam dist,0.09,Championship,2021
96,8-8,0.0,skellam dist,0.09,Championship,2021
97,8-9,0.0,skellam dist,0.09,Championship,2021
98,8-10,0.0,skellam dist,0.09,Championship,2021
99,9-0,0.0,skellam dist,0.09,Championship,2021
100,9-1,0.0,skellam dist,0.09,Championship,2021
101,9-2,0.0,skellam dist,0.09,Championship,2021
102,9-3,0.0,skellam dist,0.09,Championship,2021
103,9-4,0.0,skellam dist,0.09,Championship,2021
104,9-5,0.0,skellam dist,0.09,Championship,2021
105,9-6,0.0,skellam dist,0.09,Championship,2021
106,9-7,0.0,skellam dist,0.09,Championship,2021
107,9-8,0.0,skellam dist,0.09,Championship,2021
108,9-9,0.0,skellam dist,0.09,Championship,2021
109,9-10,0.0,skellam dist,0.09,Championship,2021
110,10-0,0.0,skellam dist,0.09,Championship,2021
111,10-1,0.0,skellam dist,0.09,Championship,2021
112,10-2,0.0,skellam dist,0.09,Championship,2021
113,10-3,0.0,skellam dist,0.09,Championship,2021
114,10-4,0.0,skellam dist,0.09,Championship,2021
115,10-5,0.0,skellam dist,0.09,Championship,2021
116,10-6,0.0,skellam dist,0.09,Championship,2021
117,10-7,0.0,skellam dist,0.09,Championship,2021
118,10-8,0.0,skellam dist,0.09,Championship,2021
119,10-9,0.0,skellam dist,0.09,Championship,2021
120,10-10,0.0,skellam dist,0.09,Championship,2021
0,0-0,44.0,source,0.1,Championship,2021
1,0-1,50.0,source,0.1,Championship,2021
2,0-2,29.0,source,0.1,Championship,2021
3,0-3,8.0,source,0.1,Championship,2021
4,0-4,4.0,source,0.1,Championship,2021
5,0-5,1.0,source,0.1,Championship,2021
6,0-7,2.0,source,0.1,Championship,2021
7,1-0,63.0,source,0.1,Championship,2021
8,1-1,65.0,source,0.1,Championship,2021
9,1-2,44.0,source,0.1,Championship,2021
10,1-3,10.0,source,0.1,Championship,2021
11,1-4,6.0,source,0.1,Championship,2021
12,1-5,2.0,source,0.1,Championship,2021
13,2-0,46.0,source,0.1,Championship,2021
14,2-1,56.0,source,0.1,Championship,2021
15,2-2,26.0,source,0.1,Championship,2021
16,2-3,12.0,source,0.1,Championship,2021
17,2-4,1.0,source,0.1,Championship,2021
18,3-0,22.0,source,0.1,Championship,2021
19,3-1,16.0,source,0.1,Championship,2021
20,3-2,12.0,source,0.1,Championship,2021
21,3-3,4.0,source,0.1,Championship,2021
22,3-4,1.0,source,0.1,Championship,2021
23,4-0,13.0,source,0.1,Championship,2021
24,4-1,9.0,source,0.1,Championship,2021
25,4-4,1.0,source,0.1,Championship,2021
26,5-0,3.0,source,0.1,Championship,2021
27,5-1,2.0,source,0.1,Championship,2021
28,6-1,1.0,source,0.1,Championship,2021
29,6-2,3.0,source,0.1,Championship,2021
30,7-0,1.0,source,0.1,Championship,2021
0,0-0,70.0,skellam dist,0.1,Championship,2021
1,0-1,59.0,skellam dist,0.1,Championship,2021
2,0-2,32.0,skellam dist,0.1,Championship,2021
3,0-3,11.0,skellam dist,0.1,Championship,2021
4,0-4,3.0,skellam dist,0.1,Championship,2021
5,0-5,0.0,skellam dist,0.1,Championship,2021
6,0-6,0.0,skellam dist,0.1,Championship,2021
7,0-7,0.0,skellam dist,0.1,Championship,2021
8,0-8,0.0,skellam dist,0.1,Championship,2021
9,0-9,0.0,skellam dist,0.1,Championship,2021
10,0-10,0.0,skellam dist,0.1,Championship,2021
11,1-0,68.0,skellam dist,0.1,Championship,2021
12,1-1,57.0,skellam dist,0.1,Championship,2021
13,1-2,31.0,skellam dist,0.1,Championship,2021
14,1-3,11.0,skellam dist,0.1,Championship,2021
15,1-4,3.0,skellam dist,0.1,Championship,2021
16,1-5,0.0,skellam dist,0.1,Championship,2021
17,1-6,0.0,skellam dist,0.1,Championship,2021
18,1-7,0.0,skellam dist,0.1,Championship,2021
19,1-8,0.0,skellam dist,0.1,Championship,2021
20,1-9,0.0,skellam dist,0.1,Championship,2021
21,1-10,0.0,skellam dist,0.1,Championship,2021
22,2-0,48.0,skellam dist,0.1,Championship,2021
23,2-1,40.0,skellam dist,0.1,Championship,2021
24,2-2,22.0,skellam dist,0.1,Championship,2021
25,2-3,8.0,skellam dist,0.1,Championship,2021
26,2-4,2.0,skellam dist,0.1,Championship,2021
27,2-5,0.0,skellam dist,0.1,Championship,2021
28,2-6,0.0,skellam dist,0.1,Championship,2021
29,2-7,0.0,skellam dist,0.1,Championship,2021
30,2-8,0.0,skellam dist,0.1,Championship,2021
31,2-9,0.0,skellam dist,0.1,Championship,2021
32,2-10,0.0,skellam dist,0.1,Championship,2021
33,3-0,22.0,skellam dist,0.1,Championship,2021
34,3-1,18.0,skellam dist,0.1,Championship,2021
35,3-2,10.0,skellam dist,0.1,Championship,2021
36,3-3,3.0,skellam dist,0.1,Championship,2021
37,3-4,1.0,skellam dist,0.1,Championship,2021
38,3-5,0.0,skellam dist,0.1,Championship,2021
39,3-6,0.0,skellam dist,0.1,Championship,2021
40,3-7,0.0,skellam dist,0.1,Championship,2021
41,3-8,0.0,skellam dist,0.1,Championship,2021
42,3-9,0.0,skellam dist,0.1,Championship,2021
43,3-10,0.0,skellam dist,0.1,Championship,2021
44,4-0,8.0,skellam dist,0.1,Championship,2021
45,4-1,7.0,skellam dist,0.1,Championship,2021
46,4-2,4.0,skellam dist,0.1,Championship,2021
47,4-3,1.0,skellam dist,0.1,Championship,2021
48,4-4,0.0,skellam dist,0.1,Championship,2021
49,4-5,0.0,skellam dist,0.1,Championship,2021
50,4-6,0.0,skellam dist,0.1,Championship,2021
51,4-7,0.0,skellam dist,0.1,Championship,2021
52,4-8,0.0,skellam dist,0.1,Championship,2021
53,4-9,0.0,skellam dist,0.1,Championship,2021
54,4-10,0.0,skellam dist,0.1,Championship,2021
55,5-0,2.0,skellam dist,0.1,Championship,2021
56,5-1,2.0,skellam dist,0.1,Championship,2021
57,5-2,1.0,skellam dist,0.1,Championship,2021
58,5-3,0.0,skellam dist,0.1,Championship,2021
59,5-4,0.0,skellam dist,0.1,Championship,2021
60,5-5,0.0,skellam dist,0.1,Championship,2021
61,5-6,0.0,skellam dist,0.1,Championship,2021
62,5-7,0.0,skellam dist,0.1,Championship,2021
63,5-8,0.0,skellam dist,0.1,Championship,2021
64,5-9,0.0,skellam dist,0.1,Championship,2021
65,5-10,0.0,skellam dist,0.1,Championship,2021
66,6-0,0.0,skellam dist,0.1,Championship,2021
67,6-1,0.0,skellam dist,0.1,Championship,2021
68,6-2,0.0,skellam dist,0.1,Championship,2021
69,6-3,0.0,skellam dist,0.1,Championship,2021
70,6-4,0.0,skellam dist,0.1,Championship,2021
71,6-5,0.0,skellam dist,0.1,Championship,2021
72,6-6,0.0,skellam dist,0.1,Championship,2021
73,6-7,0.0,skellam dist,0.1,Championship,2021
74,6-8,0.0,skellam dist,0.1,Championship,2021
75,6-9,0.0,skellam dist,0.1,Championship,2021
76,6-10,0.0,skellam dist,0.1,Championship,2021
